"NOME_URNA_CANDIDATO" "NOME_MUNICIPIO" "TOTAL_VOTOS" "QTD_COMPARECIMENTO" "DESC_SIT_CAND_TOT" "DESCRICAO_CARGO" "PROP_VOT" "prop.total"
"RICARDO MOTTA" "PASSA E FICA" 892 6247 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.28 "TOTAL:69,06%"
"RAIMUNDO FERNANDES" "MONTE DAS GAMELEIRAS" 309 2153 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.35 "TOTAL:70,31%"
"NELTER QUEIROZ" "FLORÂNIA" 949 6584 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.41 "TOTAL:53,3%"
"JACÓ JÁCOME" "LAGOA SALGADA" 936 6477 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.45 "TOTAL:54,79%"
"RICARDO MOTTA" "CANGUARETAMA" 2613 18087 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.45 "TOTAL:59,88%"
"RICARDO MOTTA" "TOUROS" 2743 18962 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.47 "TOTAL:46,86%"
"FELIPE MAIA" "RIO DO FOGO" 1164 8038 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.48 "TOTAL:71,18%"
"FELIPE MAIA" "ARÊS" 1281 8822 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.52 "TOTAL:68,22%"
"GALENO" "CERRO CORÁ" 944 6502 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.52 "TOTAL:51,2%"
"GETULIO REGO" "JOSÉ DA PENHA" 606 4159 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.57 "TOTAL:78,67%"
"ABRAÃO LINCOLN" "MAXARANGUAPE" 1076 7361 "SUPLENTE" "DEPUTADO FEDERAL" 14.62 "TOTAL:73,5%"
"BETINHO ROSADO SEGUNDO" "RIACHO DE SANTANA" 395 2701 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.62 "TOTAL:66,41%"
"FABIO FARIA" "CERRO CORÁ" 951 6502 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.63 "TOTAL:65,22%"
"CRISTIANE DANTAS" "JAPI" 631 4305 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.66 "TOTAL:66,44%"
"FELIPE MAIA" "LAGOA NOVA" 1342 9148 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.67 "TOTAL:67,02%"
"BETINHO ROSADO SEGUNDO" "PARAÚ" 492 3347 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.7 "TOTAL:73,62%"
"ALVARO DIAS" "CAICÓ" 5410 36655 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 14.76 "TOTAL:68,2%"
"EZEQUIEL FERREIRA" "CRUZETA" 856 5797 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.77 "TOTAL:69,4%"
"GUSTAVO FERNANDES" "FELIPE GUERRA" 795 5364 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.82 "TOTAL:60,54%"
"AGNELO" "LAJES" 1059 7110 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.89 "TOTAL:46,62%"
"RAFAEL MOTTA" "POÇO BRANCO" 1289 8659 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.89 "TOTAL:60,36%"
"FABIO FARIA" "SERRINHA" 810 5436 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.9 "TOTAL:71,96%"
"MÁRCIA MAIA" "SÃO PAULO DO POTENGI" 1613 10811 "ELEITO POR QP" "DEPUTADO ESTADUAL" 14.92 "TOTAL:47,53%"
"FELIPE MAIA" "VILA FLOR" 314 2101 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.95 "TOTAL:71,35%"
"WALTER ALVES" "SÃO RAFAEL" 891 5959 "ELEITO POR QP" "DEPUTADO FEDERAL" 14.95 "TOTAL:73,87%"
"EZEQUIEL FERREIRA" "NOVA CRUZ" 3106 20596 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.08 "TOTAL:50,3%"
"GUSTAVO FERNANDES" "ALTO DO RODRIGUES" 1380 9138 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.1 "TOTAL:62,15%"
"ROGERIO MARINHO" "MAXARANGUAPE" 1113 7361 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.12 "TOTAL:73,5%"
"SAVIO" "JARDIM DE ANGICOS" 350 2310 "SUPLENTE" "DEPUTADO FEDERAL" 15.15 "TOTAL:75,24%"
"GUSTAVO FERNANDES" "BARAÚNA" 2275 15007 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.16 "TOTAL:36,57%"
"RICARDO MOTTA" "ITAJÁ" 793 5229 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.17 "TOTAL:72,93%"
"GEORGE SOARES" "SÃO RAFAEL" 907 5959 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.22 "TOTAL:69,27%"
"KELPS LIMA" "IELMO MARINHO" 1229 8073 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.22 "TOTAL:63,48%"
"HERMANO MORAIS" "BENTO FERNANDES" 601 3944 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.24 "TOTAL:62,78%"
"BETINHO ROSADO SEGUNDO" "BENTO FERNANDES" 605 3944 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.34 "TOTAL:72,24%"
"BETINHO ROSADO SEGUNDO" "OLHO D'ÁGUA DO BORGES" 537 3493 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.37 "TOTAL:71,94%"
"SANDRA ROSADO" "PORTO DO MANGUE" 575 3739 "SUPLENTE" "DEPUTADO FEDERAL" 15.38 "TOTAL:68,27%"
"GALENO" "FRUTUOSO GOMES" 488 3169 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.4 "TOTAL:70,75%"
"ALVARO DIAS" "SÃO FERNANDO" 443 2867 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 15.45 "TOTAL:71,16%"
"FABIO FARIA" "TOUROS" 2929 18962 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.45 "TOTAL:58,3%"
"FABIO FARIA" "EXTREMOZ" 2634 17036 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.46 "TOTAL:54,24%"
"GUSTAVO CARVALHO" "JAÇANÃ" 743 4806 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.46 "TOTAL:70,31%"
"JÁCOME" "SÍTIO NOVO" 620 4002 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 15.49 "TOTAL:70,96%"
"WALTER ALVES" "BAÍA FORMOSA" 837 5402 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.49 "TOTAL:66,07%"
"DRA ZENAIDE MAIA" "CARNAÚBA DOS DANTAS" 773 4978 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.53 "TOTAL:58,86%"
"FABIO FARIA" "CEARÁ-MIRIM" 6531 41899 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.59 "TOTAL:57,66%"
"RICARDO MOTTA" "MACAÍBA" 6178 39534 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.63 "TOTAL:33,47%"
"RAFAEL MOTTA" "PATU" 1143 7303 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.65 "TOTAL:62,3%"
"RICARDO MOTTA" "TANGARÁ" 1451 9264 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.66 "TOTAL:62,36%"
"RAFAEL MOTTA" "LAJES" 1117 7110 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.71 "TOTAL:62,18%"
"TOMBA" "JAPI" 677 4305 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.73 "TOTAL:66,44%"
"EZEQUIEL FERREIRA" "RIO DO FOGO" 1267 8038 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.76 "TOTAL:65,64%"
"BETINHO ROSADO SEGUNDO" "LUÍS GOMES" 914 5795 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.77 "TOTAL:81,05%"
"VALERIA BARBALHO CAVALCANTI" "SANTO ANTÔNIO" 2223 14066 "SUPLENTE" "DEPUTADO ESTADUAL" 15.8 "TOTAL:59,16%"
"EZEQUIEL FERREIRA" "FLORÂNIA" 1042 6584 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.83 "TOTAL:53,3%"
"WALTER ALVES" "JARDIM DO SERIDÓ" 1391 8783 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.84 "TOTAL:68,83%"
"JOÃO DE BEGUINHO" "CARNAUBAIS" 1094 6878 "SUPLENTE" "DEPUTADO ESTADUAL" 15.91 "TOTAL:60,29%"
"GALENO" "TIBAU DO SUL" 1328 8343 "ELEITO POR QP" "DEPUTADO ESTADUAL" 15.92 "TOTAL:64,83%"
"DRA ZENAIDE MAIA" "PILÕES" 431 2701 "ELEITO POR QP" "DEPUTADO FEDERAL" 15.96 "TOTAL:83,71%"
"AGNELO" "PARNAMIRIM" 15264 95215 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.03 "TOTAL:32,29%"
"FELIPE MAIA" "CURRAIS NOVOS" 4012 24912 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.1 "TOTAL:41,35%"
"RAFAEL MOTTA" "BOA SAÚDE" 969 5993 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.17 "TOTAL:71,12%"
"ABRAÃO LINCOLN" "FERNANDO PEDROZA" 418 2584 "SUPLENTE" "DEPUTADO FEDERAL" 16.18 "TOTAL:59,59%"
"VIVALDO COSTA" "TANGARÁ" 1500 9264 "SUPLENTE" "DEPUTADO ESTADUAL" 16.19 "TOTAL:62,36%"
"RICARDO MOTTA" "PORTO DO MANGUE" 608 3739 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.26 "TOTAL:68,62%"
"GUSTAVO FERNANDES" "TENENTE ANANIAS" 1033 6333 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.31 "TOTAL:76,67%"
"WALTER ALVES" "APODI" 3797 23258 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.33 "TOTAL:55,99%"
"CRISTIANE DANTAS" "SANTANA DO SERIDÓ" 320 1954 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.38 "TOTAL:83,27%"
"DRA ZENAIDE MAIA" "ALMINO AFONSO" 668 4067 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.42 "TOTAL:72,16%"
"TOMBA" "SÃO MIGUEL DO GOSTOSO" 1001 6067 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.5 "TOTAL:70,43%"
"FAFA ROSADO" "BARAÚNA" 2477 15007 "SUPLENTE" "DEPUTADO FEDERAL" 16.51 "TOTAL:45,63%"
"TOMBA" "BOA SAÚDE" 991 5993 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.54 "TOTAL:60,71%"
"EZEQUIEL FERREIRA" "BOA SAÚDE" 996 5993 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.62 "TOTAL:60,71%"
"JOSÉ DIAS" "SANTANA DO MATOS" 1590 9566 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.62 "TOTAL:62,29%"
"ADRIANO GADELHA" "SENADOR ELÓI DE SOUZA" 689 4144 "SUPLENTE" "DEPUTADO FEDERAL" 16.63 "TOTAL:64,38%"
"RAFAEL MOTTA" "RODOLFO FERNANDES" 632 3801 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.63 "TOTAL:78,85%"
"GUSTAVO CARVALHO" "CAIÇARA DO RIO DO VENTO" 503 3016 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.68 "TOTAL:78,71%"
"HERMANO MORAIS" "PILÕES" 451 2701 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.7 "TOTAL:83,28%"
"CIÇÃO" "IPUEIRA" 269 1603 "NÃO ELEITO" "DEPUTADO FEDERAL" 16.78 "TOTAL:81,47%"
"RAFAEL MOTTA" "GUAMARÉ" 1683 10031 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.78 "TOTAL:71,71%"
"BETINHO ROSADO SEGUNDO" "AFONSO BEZERRA" 1235 7322 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.87 "TOTAL:65%"
"EZEQUIEL FERREIRA" "ANGICOS" 1335 7908 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.88 "TOTAL:53,12%"
"JUBENICK" "SÃO MIGUEL DO GOSTOSO" 1024 6067 "SUPLENTE" "DEPUTADO ESTADUAL" 16.88 "TOTAL:70,43%"
"WALTER ALVES" "ANTÔNIO MARTINS" 828 4905 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.88 "TOTAL:77,37%"
"FELIPE MAIA" "TRIUNFO POTIGUAR" 535 3167 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.89 "TOTAL:75,22%"
"RAFAEL MOTTA" "EXTREMOZ" 2887 17036 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.95 "TOTAL:54,24%"
"WALTER ALVES" "RIO DO FOGO" 1364 8038 "ELEITO POR QP" "DEPUTADO FEDERAL" 16.97 "TOTAL:71,18%"
"NELTER QUEIROZ" "ACARI" 1307 7691 "ELEITO POR QP" "DEPUTADO ESTADUAL" 16.99 "TOTAL:55,52%"
"GETULIO REGO" "APODI" 3960 23258 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.03 "TOTAL:65,42%"
"MÁRCIA MAIA" "ARÊS" 1506 8822 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.07 "TOTAL:63,7%"
"DRA ZENAIDE MAIA" "ITAJÁ" 896 5229 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.14 "TOTAL:67,6%"
"FABIO FARIA" "SANTO ANTÔNIO" 2411 14066 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.14 "TOTAL:59,58%"
"FELIPE MAIA" "JUCURUTU" 2107 12294 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.14 "TOTAL:59,91%"
"WALTER ALVES" "VILA FLOR" 361 2101 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.18 "TOTAL:71,35%"
"RAFAEL MOTTA" "CANGUARETAMA" 3111 18087 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.2 "TOTAL:60,25%"
"LUIZ GOMES" "TAIPU" 1428 8288 "SUPLENTE" "DEPUTADO ESTADUAL" 17.23 "TOTAL:56,43%"
"LARISSA ROSADO" "MOSSORÓ" 24585 142501 "SUPLENTE" "DEPUTADO ESTADUAL" 17.25 "TOTAL:37,97%"
"EZEQUIEL FERREIRA" "BREJINHO" 1251 7229 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.31 "TOTAL:54,69%"
"FELIPE MAIA" "SÃO BENTO DO TRAIRÍ" 542 3127 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.33 "TOTAL:75,85%"
"SOUZA" "SERRA DO MEL" 1293 7457 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.34 "TOTAL:66,3%"
"BETINHO ROSADO SEGUNDO" "AREIA BRANCA" 2871 16546 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.35 "TOTAL:54,61%"
"RAFAEL MOTTA" "CORONEL EZEQUIEL" 684 3941 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.36 "TOTAL:78,81%"
"JR MOURA" "SERRA DO MEL" 1295 7457 "SUPLENTE" "DEPUTADO ESTADUAL" 17.37 "TOTAL:66,3%"
"JOSE ADECIO" "AFONSO BEZERRA" 1274 7322 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 17.4 "TOTAL:55,53%"
"KELPS LIMA" "IPUEIRA" 279 1603 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.4 "TOTAL:80,15%"
"WALTER ALVES" "CAIÇARA DO RIO DO VENTO" 525 3016 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.41 "TOTAL:69,57%"
"ADRIANO GADELHA" "PASSAGEM" 550 3158 "SUPLENTE" "DEPUTADO FEDERAL" 17.42 "TOTAL:77,14%"
"DRA ZENAIDE MAIA" "TIMBAÚBA DOS BATISTAS" 349 2003 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.42 "TOTAL:75,78%"
"JOSE ADECIO" "PASSAGEM" 551 3158 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 17.45 "TOTAL:74,35%"
"FABIO FARIA" "BARCELONA" 611 3495 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.48 "TOTAL:72,39%"
"BETINHO ROSADO SEGUNDO" "ITAJÁ" 915 5229 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.5 "TOTAL:67,6%"
"MÁRCIA MAIA" "TAIPU" 1450 8288 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.5 "TOTAL:56,43%"
"MESTRE RAIMUNDO" "JOÃO CÂMARA" 3487 19926 "SUPLENTE" "DEPUTADO FEDERAL" 17.5 "TOTAL:65,61%"
"RICARDO MOTTA" "VÁRZEA" 704 4022 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.5 "TOTAL:62,25%"
"FELIPE MAIA" "PEDRO AVELINO" 904 5163 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.51 "TOTAL:65,3%"
"JOSÉ DIAS" "VIÇOSA" 234 1332 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.57 "TOTAL:80,34%"
"FABIO FARIA" "LAGOA NOVA" 1610 9148 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.6 "TOTAL:67,02%"
"RAFAEL MOTTA" "SÃO PEDRO" 895 5069 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.66 "TOTAL:69,99%"
"FELIPE MAIA" "TANGARÁ" 1641 9264 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.71 "TOTAL:64,07%"
"EZEQUIEL FERREIRA" "CANGUARETAMA" 3206 18087 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.73 "TOTAL:59,88%"
"ROGERIO MARINHO" "MESSIAS TARGINO" 619 3491 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.73 "TOTAL:69,87%"
"ADRIANO GADELHA" "JANDUÍS" 660 3719 "SUPLENTE" "DEPUTADO FEDERAL" 17.75 "TOTAL:69,03%"
"FABIO FARIA" "SÃO MIGUEL DO GOSTOSO" 1081 6067 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.82 "TOTAL:71,64%"
"GUSTAVO CARVALHO" "BARCELONA" 626 3495 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.91 "TOTAL:73,82%"
"VIVALDO COSTA" "CRUZETA" 1039 5797 "SUPLENTE" "DEPUTADO ESTADUAL" 17.92 "TOTAL:69,4%"
"GETULIO REGO" "FRANCISCO DANTAS" 381 2125 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.93 "TOTAL:74,4%"
"JOSÉ DIAS" "GALINHOS" 330 1840 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.93 "TOTAL:58,8%"
"FABIO FARIA" "MONTE ALEGRE" 2222 12384 "ELEITO POR QP" "DEPUTADO FEDERAL" 17.94 "TOTAL:68,61%"
"TOMBA" "NOVA CRUZ" 3699 20596 "ELEITO POR QP" "DEPUTADO ESTADUAL" 17.96 "TOTAL:50,3%"
"DRA ZENAIDE MAIA" "CEARÁ-MIRIM" 7542 41899 "ELEITO POR QP" "DEPUTADO FEDERAL" 18 "TOTAL:57,66%"
"GUSTAVO CARVALHO" "SÃO PEDRO" 913 5069 "ELEITO POR QP" "DEPUTADO ESTADUAL" 18.01 "TOTAL:54,79%"
"JOSE ADECIO" "JANDAÍRA" 870 4813 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 18.08 "TOTAL:60,97%"
"NELTER QUEIROZ" "PARELHAS" 2512 13875 "ELEITO POR QP" "DEPUTADO ESTADUAL" 18.1 "TOTAL:54,24%"
"HERMANO MORAIS" "LAGOA NOVA" 1659 9148 "ELEITO POR QP" "DEPUTADO ESTADUAL" 18.14 "TOTAL:55,63%"
"FABIO FARIA" "PASSA E FICA" 1134 6247 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.15 "TOTAL:75,32%"
"SOUZA" "GROSSOS" 1187 6529 "ELEITO POR QP" "DEPUTADO ESTADUAL" 18.18 "TOTAL:71,83%"
"FELIPE MAIA" "LUÍS GOMES" 1057 5795 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.24 "TOTAL:81,05%"
"RAFAEL MOTTA" "ÁGUA NOVA" 366 2006 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.25 "TOTAL:75,1%"
"TOMBA" "LAGOA DE PEDRAS" 962 5266 "ELEITO POR QP" "DEPUTADO ESTADUAL" 18.27 "TOTAL:71,76%"
"RICARDO MOTTA" "MONTANHAS" 1263 6900 "ELEITO POR QP" "DEPUTADO ESTADUAL" 18.3 "TOTAL:68,38%"
"JOSE ADECIO" "SANTA MARIA" 672 3664 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 18.34 "TOTAL:61,03%"
"RAFAEL MOTTA" "TAIPU" 1521 8288 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.35 "TOTAL:67,32%"
"FABIO FARIA" "JUNDIÁ" 552 2999 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.41 "TOTAL:76,13%"
"RAFAEL MOTTA" "PUREZA" 1070 5810 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.42 "TOTAL:52,22%"
"FABIO FARIA" "JAÇANÃ" 887 4806 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.46 "TOTAL:75,02%"
"BETINHO ROSADO SEGUNDO" "RUY BARBOSA" 566 3062 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.48 "TOTAL:81,18%"
"RAFAEL MOTTA" "AREIA BRANCA" 3057 16546 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.48 "TOTAL:54,61%"
"FAFA ROSADO" "MARTINS" 986 5325 "SUPLENTE" "DEPUTADO FEDERAL" 18.52 "TOTAL:69,59%"
"AMAZAN" "SANTANA DO SERIDÓ" 362 1954 "SUPLENTE" "DEPUTADO ESTADUAL" 18.53 "TOTAL:83,27%"
"ROGERIO MARINHO" "TENENTE ANANIAS" 1174 6333 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.54 "TOTAL:80,44%"
"RAFAEL MOTTA" "PILÕES" 502 2701 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.59 "TOTAL:83,71%"
"LEONARDO NOGUEIRA" "MESSIAS TARGINO" 650 3491 "SUPLENTE" "DEPUTADO ESTADUAL" 18.62 "TOTAL:59,66%"
"WALTER ALVES" "FERNANDO PEDROZA" 484 2584 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.73 "TOTAL:59,59%"
"WALTER ALVES" "AFONSO BEZERRA" 1372 7322 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.74 "TOTAL:65%"
"SANDRA ROSADO" "TRIUNFO POTIGUAR" 594 3167 "SUPLENTE" "DEPUTADO FEDERAL" 18.76 "TOTAL:75,22%"
"WALTER ALVES" "SANTA MARIA" 688 3664 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.78 "TOTAL:72,02%"
"WALTER ALVES" "CARNAÚBA DOS DANTAS" 937 4978 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.82 "TOTAL:58,86%"
"LUIS CARLOS" "APODI" 4383 23258 "SUPLENTE" "DEPUTADO ESTADUAL" 18.85 "TOTAL:65,42%"
"WALTER ALVES" "SÃO MIGUEL DO GOSTOSO" 1147 6067 "ELEITO POR QP" "DEPUTADO FEDERAL" 18.91 "TOTAL:71,64%"
"GUSTAVO CARVALHO" "CERRO CORÁ" 1235 6502 "ELEITO POR QP" "DEPUTADO ESTADUAL" 18.99 "TOTAL:51,2%"
"WALTER ALVES" "ANGICOS" 1503 7908 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.01 "TOTAL:61,18%"
"DRA ZENAIDE MAIA" "JARDIM DE PIRANHAS" 1732 9099 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.04 "TOTAL:80,86%"
"RAFAEL MOTTA" "IPANGUAÇU" 1911 10007 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.1 "TOTAL:55,42%"
"KELPS LIMA" "CAIÇARA DO NORTE" 804 4207 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.11 "TOTAL:60,16%"
"ALVARO DIAS" "JARDIM DE PIRANHAS" 1742 9099 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 19.14 "TOTAL:74,19%"
"WALTER ALVES" "SANTANA DO MATOS" 1839 9566 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.22 "TOTAL:66,66%"
"EZEQUIEL FERREIRA" "TOUROS" 3653 18962 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.26 "TOTAL:46,86%"
"WALTER ALVES" "ALTO DO RODRIGUES" 1760 9138 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.26 "TOTAL:69,29%"
"RICARDO MOTTA" "IELMO MARINHO" 1557 8073 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.29 "TOTAL:63,48%"
"GUSTAVO CARVALHO" "SENADOR ELÓI DE SOUZA" 802 4144 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.35 "TOTAL:48,98%"
"FABIO FARIA" "POÇO BRANCO" 1679 8659 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.39 "TOTAL:60,36%"
"MINEIRO" "JANDUÍS" 721 3719 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.39 "TOTAL:60,64%"
"TOMBA" "CAMPO REDONDO" 1253 6457 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.41 "TOTAL:68,31%"
"GALENO" "CORONEL JOÃO PESSOA" 571 2933 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.47 "TOTAL:84,53%"
"WALTER ALVES" "JUCURUTU" 2395 12294 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.48 "TOTAL:59,91%"
"GUSTAVO CARVALHO" "SANTA MARIA" 714 3664 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.49 "TOTAL:61,03%"
"DRA ZENAIDE MAIA" "BOA SAÚDE" 1171 5993 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.54 "TOTAL:71,12%"
"RAFAEL MOTTA" "MACAÍBA" 7729 39534 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.55 "TOTAL:48,08%"
"RICARDO MOTTA" "CARAÚBAS" 2816 14349 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.63 "TOTAL:72,89%"
"GUSTAVO CARVALHO" "ALEXANDRIA" 1645 8375 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.64 "TOTAL:73,54%"
"CRISTIANE DANTAS" "LAGOA DE VELHOS" 527 2682 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.65 "TOTAL:57,38%"
"BETINHO ROSADO SEGUNDO" "ANGICOS" 1558 7908 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.7 "TOTAL:61,18%"
"EZEQUIEL FERREIRA" "MACAU" 3526 17858 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.74 "TOTAL:61,09%"
"JOSE ADECIO" "MONTE DAS GAMELEIRAS" 425 2153 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 19.74 "TOTAL:70,31%"
"NELTER QUEIROZ" "LAGOA NOVA" 1808 9148 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.76 "TOTAL:55,63%"
"NELTER QUEIROZ" "TIMBAÚBA DOS BATISTAS" 396 2003 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.77 "TOTAL:82,28%"
