"NOME_URNA_CANDIDATO" "NOME_MUNICIPIO" "TOTAL_VOTOS" "QTD_COMPARECIMENTO" "DESC_SIT_CAND_TOT" "DESCRICAO_CARGO" "PROP_VOT" "prop.total"
"MÁRCIA MAIA" "SENADOR ELÓI DE SOUZA" 255 4144 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.15 "TOTAL:48,98%"
"RAFAEL MOTTA" "SÃO GONÇALO DO AMARANTE" 3307 53778 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.15 "TOTAL:57,99%"
"AGNELO" "SÃO JOSÉ DO CAMPESTRE" 500 8123 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.16 "TOTAL:50,69%"
"ALVARO DIAS" "JARDIM DO SERIDÓ" 541 8783 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 6.16 "TOTAL:75,4%"
"RAFAEL MOTTA" "NATAL" 26573 430884 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.17 "TOTAL:30,16%"
"CRISTIANE DANTAS" "SEVERIANO MELO" 343 5547 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.18 "TOTAL:78,26%"
"DRA ZENAIDE MAIA" "EXTREMOZ" 1052 17036 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.18 "TOTAL:54,24%"
"FELIPE MAIA" "PEDRO VELHO" 560 9041 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.19 "TOTAL:54,58%"
"SAVIO" "RIO DO FOGO" 498 8038 "SUPLENTE" "DEPUTADO FEDERAL" 6.2 "TOTAL:71,18%"
"ABRAÃO LINCOLN" "IPANGUAÇU" 623 10007 "SUPLENTE" "DEPUTADO FEDERAL" 6.23 "TOTAL:55,42%"
"MÁRCIA MAIA" "PUREZA" 363 5810 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.25 "TOTAL:41,87%"
"GUSTAVO FERNANDES" "APODI" 1459 23258 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.27 "TOTAL:65,42%"
"RAFAEL MOTTA" "SANTO ANTÔNIO" 882 14066 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.27 "TOTAL:59,58%"
"DRA ZENAIDE MAIA" "PASSA E FICA" 393 6247 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.29 "TOTAL:75,32%"
"ALVARO DIAS" "ACARI" 485 7691 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 6.31 "TOTAL:55,52%"
"JÁCOME" "SÃO JOSÉ DO SERIDÓ" 221 3500 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 6.31 "TOTAL:70,02%"
"GUSTAVO CARVALHO" "EXTREMOZ" 1082 17036 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.35 "TOTAL:31,12%"
"FELIPE MAIA" "PEDRA GRANDE" 197 3099 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.36 "TOTAL:69,86%"
"RAFAEL MOTTA" "RIO DO FOGO" 511 8038 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.36 "TOTAL:71,18%"
"GEORGE SOARES" "SANTA MARIA" 234 3664 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.39 "TOTAL:61,03%"
"LEONARDO NOGUEIRA" "MOSSORÓ" 9111 142501 "SUPLENTE" "DEPUTADO ESTADUAL" 6.39 "TOTAL:37,97%"
"RAIMUNDO FERNANDES" "FERNANDO PEDROZA" 165 2584 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.39 "TOTAL:52,52%"
"GUSTAVO FERNANDES" "NOVA CRUZ" 1319 20596 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.4 "TOTAL:50,3%"
"GUSTAVO FERNANDES" "UMARIZAL" 448 7004 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.4 "TOTAL:75,68%"
"TOMBA" "CURRAIS NOVOS" 1594 24912 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.4 "TOTAL:59,44%"
"JAMILTON ALVES" "ALTO DO RODRIGUES" 586 9138 "SUPLENTE" "DEPUTADO ESTADUAL" 6.41 "TOTAL:62,15%"
"SAMYR JÁCOME" "LAGOA D'ANTA" 265 4128 "SUPLENTE" "DEPUTADO ESTADUAL" 6.42 "TOTAL:62,65%"
"SANDRA ROSADO" "FERNANDO PEDROZA" 166 2584 "SUPLENTE" "DEPUTADO FEDERAL" 6.42 "TOTAL:59,59%"
"DRA ZENAIDE MAIA" "CERRO CORÁ" 418 6502 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.43 "TOTAL:65,22%"
"GUSTAVO CARVALHO" "OLHO D'ÁGUA DO BORGES" 225 3493 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.44 "TOTAL:68,24%"
"EZEQUIEL FERREIRA" "SÃO JOSÉ DO CAMPESTRE" 525 8123 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.46 "TOTAL:50,69%"
"ABRAÃO LINCOLN" "POÇO BRANCO" 560 8659 "SUPLENTE" "DEPUTADO FEDERAL" 6.47 "TOTAL:60,36%"
"JACÓ JÁCOME" "UPANEMA" 565 8724 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.48 "TOTAL:47,2%"
"MÁRCIA MAIA" "MARTINS" 347 5325 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.52 "TOTAL:59,81%"
"FAFA ROSADO" "JANDUÍS" 243 3719 "SUPLENTE" "DEPUTADO FEDERAL" 6.53 "TOTAL:69,03%"
"AMAZAN" "SERRA NEGRA DO NORTE" 318 4863 "SUPLENTE" "DEPUTADO ESTADUAL" 6.54 "TOTAL:72,76%"
"DRA ZENAIDE MAIA" "PEDRA GRANDE" 203 3099 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.55 "TOTAL:69,86%"
"RICARDO MOTTA" "JAÇANÃ" 315 4806 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.55 "TOTAL:70,31%"
"DRA ZENAIDE MAIA" "PARELHAS" 910 13875 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.56 "TOTAL:57,47%"
"JÁCOME" "MONTANHAS" 453 6900 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 6.57 "TOTAL:76,46%"
"JOSE ADECIO" "LAJES" 467 7110 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 6.57 "TOTAL:46,62%"
"RICARDO MOTTA" "LAJES PINTADAS" 261 3973 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.57 "TOTAL:67,38%"
"FELIPE MAIA" "PARELHAS" 915 13875 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.59 "TOTAL:57,47%"
"ROGERIO MARINHO" "CARNAUBAIS" 454 6878 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.6 "TOTAL:54,84%"
"SAVIO" "PEDRA PRETA" 169 2552 "SUPLENTE" "DEPUTADO FEDERAL" 6.62 "TOTAL:81,42%"
"GUSTAVO CARVALHO" "SÃO RAFAEL" 395 5959 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.63 "TOTAL:69,27%"
"JOSÉ DIAS" "NÍSIA FLORESTA" 1011 15221 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.64 "TOTAL:50,58%"
"ABRAÃO LINCOLN" "BAÍA FORMOSA" 359 5402 "SUPLENTE" "DEPUTADO FEDERAL" 6.65 "TOTAL:66,07%"
"RAFAEL MOTTA" "CARNAUBAIS" 458 6878 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.66 "TOTAL:54,84%"
"RICARDO MOTTA" "SÃO BENTO DO NORTE" 180 2694 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.68 "TOTAL:70,86%"
"BETINHO ROSADO SEGUNDO" "SÃO MIGUEL DO GOSTOSO" 406 6067 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.69 "TOTAL:71,64%"
"JÁCOME" "PARNAMIRIM" 6369 95215 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 6.69 "TOTAL:29,56%"
"GETULIO REGO" "RAFAEL FERNANDES" 233 3477 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.7 "TOTAL:81,62%"
"JÁCOME" "CAIÇARA DO RIO DO VENTO" 202 3016 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 6.7 "TOTAL:69,57%"
"CARLSON GOMES" "PUREZA" 390 5810 "SUPLENTE" "DEPUTADO ESTADUAL" 6.71 "TOTAL:41,87%"
"BETINHO ROSADO SEGUNDO" "IPANGUAÇU" 672 10007 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.72 "TOTAL:55,42%"
"RAFAEL MOTTA" "ASSÚ" 2351 34890 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.74 "TOTAL:62,8%"
"FABIO FARIA" "ITAÚ" 269 3987 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.75 "TOTAL:62,63%"
"ABRAÃO LINCOLN" "CANGUARETAMA" 1222 18087 "SUPLENTE" "DEPUTADO FEDERAL" 6.76 "TOTAL:60,25%"
"HERMANO MORAIS" "FLORÂNIA" 445 6584 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.76 "TOTAL:53,3%"
"BETINHO ROSADO SEGUNDO" "CERRO CORÁ" 440 6502 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.77 "TOTAL:65,22%"
"ERALDO" "SERRA DO MEL" 505 7457 "SUPLENTE" "DEPUTADO FEDERAL" 6.77 "TOTAL:58,26%"
"WALTER ALVES" "MACAÍBA" 2682 39534 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.78 "TOTAL:48,08%"
"BETINHO ROSADO SEGUNDO" "ALMINO AFONSO" 276 4067 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.79 "TOTAL:72,16%"
"LARISSA ROSADO" "BARAÚNA" 1021 15007 "SUPLENTE" "DEPUTADO ESTADUAL" 6.8 "TOTAL:36,57%"
"LEONARDO NOGUEIRA" "ITAÚ" 271 3987 "SUPLENTE" "DEPUTADO ESTADUAL" 6.8 "TOTAL:77,46%"
"DRA ZENAIDE MAIA" "SERRA NEGRA DO NORTE" 332 4863 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.83 "TOTAL:74,31%"
"RAIMUNDO FERNANDES" "JAPI" 294 4305 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.83 "TOTAL:66,44%"
"WALTER ALVES" "PARNAMIRIM" 6521 95215 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.85 "TOTAL:29,56%"
"ABRAÃO LINCOLN" "SANTANA DO MATOS" 656 9566 "SUPLENTE" "DEPUTADO FEDERAL" 6.86 "TOTAL:66,66%"
"GEORGE SOARES" "SÃO GONÇALO DO AMARANTE" 3688 53778 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.86 "TOTAL:27,91%"
"FABIO FARIA" "PASSAGEM" 218 3158 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.9 "TOTAL:77,14%"
"BETINHO ROSADO SEGUNDO" "MARCELINO VIEIRA" 366 5298 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.91 "TOTAL:76,66%"
"FABIO FARIA" "TIBAU DO SUL" 577 8343 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.92 "TOTAL:66,95%"
"AGNELO" "AFONSO BEZERRA" 508 7322 "ELEITO POR QP" "DEPUTADO ESTADUAL" 6.94 "TOTAL:55,53%"
"DRA ZENAIDE MAIA" "JUNDIÁ" 208 2999 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.94 "TOTAL:76,13%"
"ADRIANO GADELHA" "SERRA NEGRA DO NORTE" 339 4863 "SUPLENTE" "DEPUTADO FEDERAL" 6.97 "TOTAL:74,31%"
"GESSICA REGIS" "ITAÚ" 278 3987 "NÃO ELEITO" "DEPUTADO FEDERAL" 6.97 "TOTAL:62,63%"
"RAFAEL MOTTA" "CRUZETA" 404 5797 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.97 "TOTAL:78,16%"
"FABIO FARIA" "LAJES" 497 7110 "ELEITO POR QP" "DEPUTADO FEDERAL" 6.99 "TOTAL:62,18%"
"MAJOR FERNANDES" "JOÃO CÂMARA" 1393 19926 "SUPLENTE" "DEPUTADO ESTADUAL" 6.99 "TOTAL:47,16%"
"LEONARDO NOGUEIRA" "GOVERNADOR DIX-SEPT ROSADO" 653 9332 "SUPLENTE" "DEPUTADO ESTADUAL" 7 "TOTAL:49,3%"
"WALTER ALVES" "SÃO FERNANDO" 201 2867 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.01 "TOTAL:77,99%"
"JOSÉ DIAS" "TIBAU" 227 3233 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.02 "TOTAL:69,04%"
"LEONARDO NOGUEIRA" "TIBAU" 227 3233 "SUPLENTE" "DEPUTADO ESTADUAL" 7.02 "TOTAL:69,04%"
"RAFAEL MOTTA" "TENENTE LAURENTINO CRUZ" 273 3872 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.05 "TOTAL:73,06%"
"ABRAÃO LINCOLN" "JOÃO CÂMARA" 1407 19926 "SUPLENTE" "DEPUTADO FEDERAL" 7.06 "TOTAL:65,61%"
"GUSTAVO CARVALHO" "SÃO JOÃO DO SABUGI" 314 4448 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.06 "TOTAL:73,13%"
"GETULIO REGO" "OLHO D'ÁGUA DO BORGES" 247 3493 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.07 "TOTAL:68,24%"
"JÁCOME" "BARCELONA" 248 3495 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 7.1 "TOTAL:72,39%"
"ROGERIO MARINHO" "LAGOA DE PEDRAS" 374 5266 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.1 "TOTAL:76,46%"
"FABIO FARIA" "CARNAUBAIS" 489 6878 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.11 "TOTAL:54,84%"
"NELTER QUEIROZ" "CERRO CORÁ" 462 6502 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.11 "TOTAL:51,2%"
"ABRAÃO LINCOLN" "ALEXANDRIA" 598 8375 "SUPLENTE" "DEPUTADO FEDERAL" 7.14 "TOTAL:75,23%"
"CIÇÃO" "SERRA NEGRA DO NORTE" 347 4863 "NÃO ELEITO" "DEPUTADO FEDERAL" 7.14 "TOTAL:74,31%"
"SANDRA ROSADO" "FRANCISCO DANTAS" 152 2125 "SUPLENTE" "DEPUTADO FEDERAL" 7.15 "TOTAL:70,72%"
"VIVALDO COSTA" "SÃO JOSÉ DE MIPIBU" 1706 23716 "SUPLENTE" "DEPUTADO ESTADUAL" 7.19 "TOTAL:60,24%"
"DRA ZENAIDE MAIA" "PATU" 526 7303 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.2 "TOTAL:62,3%"
"JÁCOME" "SENADOR ELÓI DE SOUZA" 299 4144 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 7.22 "TOTAL:64,38%"
"WALTER ALVES" "CAICÓ" 2650 36655 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.23 "TOTAL:62,3%"
"CARLOS AUGUSTO MAIA" "PARNAMIRIM" 6890 95215 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 7.24 "TOTAL:32,29%"
"FABIO FARIA" "TANGARÁ" 671 9264 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.24 "TOTAL:64,07%"
"JOSE ADECIO" "CAIÇARA DO NORTE" 306 4207 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 7.27 "TOTAL:60,16%"
"RAFAEL MOTTA" "PARANÁ" 200 2752 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.27 "TOTAL:78,81%"
"LARISSA ROSADO" "ALMINO AFONSO" 296 4067 "SUPLENTE" "DEPUTADO ESTADUAL" 7.28 "TOTAL:79,3%"
"GETULIO REGO" "CAMPO GRANDE" 475 6506 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.3 "TOTAL:50,52%"
"FELIPE MAIA" "FERNANDO PEDROZA" 189 2584 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.31 "TOTAL:59,59%"
"GALENO" "PENDÊNCIAS" 630 8617 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.31 "TOTAL:45,57%"
"LEONARDO NOGUEIRA" "JANDUÍS" 272 3719 "SUPLENTE" "DEPUTADO ESTADUAL" 7.31 "TOTAL:60,64%"
"VIVALDO COSTA" "SENADOR ELÓI DE SOUZA" 303 4144 "SUPLENTE" "DEPUTADO ESTADUAL" 7.31 "TOTAL:48,98%"
"ADRIANO GADELHA" "PARELHAS" 1015 13875 "SUPLENTE" "DEPUTADO FEDERAL" 7.32 "TOTAL:57,47%"
"JOSE ADECIO" "PARAÚ" 245 3347 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 7.32 "TOTAL:74,52%"
"VIVALDO COSTA" "FLORÂNIA" 482 6584 "SUPLENTE" "DEPUTADO ESTADUAL" 7.32 "TOTAL:53,3%"
"GALENO" "SÃO FRANCISCO DO OESTE" 215 2917 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.37 "TOTAL:81,18%"
"RAIMUNDO FERNANDES" "PARANÁ" 203 2752 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.38 "TOTAL:84,85%"
"ADRIANO GADELHA" "ANTÔNIO MARTINS" 363 4905 "SUPLENTE" "DEPUTADO FEDERAL" 7.4 "TOTAL:77,37%"
"HERMANO MORAIS" "ACARI" 569 7691 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.4 "TOTAL:55,52%"
"WALTER ALVES" "SEVERIANO MELO" 411 5547 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.41 "TOTAL:69,59%"
"HERMANO MORAIS" "SÃO JOSÉ DO CAMPESTRE" 606 8123 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.46 "TOTAL:50,69%"
"GUSTAVO FERNANDES" "JOSÉ DA PENHA" 311 4159 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.48 "TOTAL:78,67%"
"SANDRA ROSADO" "FLORÂNIA" 493 6584 "SUPLENTE" "DEPUTADO FEDERAL" 7.49 "TOTAL:59,81%"
"CRISTIANE DANTAS" "SERRA CAIADA" 459 6116 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.5 "TOTAL:73,98%"
"DRA ZENAIDE MAIA" "LUÍS GOMES" 435 5795 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.51 "TOTAL:81,05%"
"CRISTIANE DANTAS" "TANGARÁ" 697 9264 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.52 "TOTAL:62,36%"
"SAVIO" "SÃO FERNANDO" 216 2867 "SUPLENTE" "DEPUTADO FEDERAL" 7.53 "TOTAL:77,99%"
"LEONARDO NOGUEIRA" "MARTINS" 402 5325 "SUPLENTE" "DEPUTADO ESTADUAL" 7.55 "TOTAL:59,81%"
"ERALDO" "JANDUÍS" 281 3719 "SUPLENTE" "DEPUTADO FEDERAL" 7.56 "TOTAL:69,03%"
"HERMANO MORAIS" "JANDAÍRA" 364 4813 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.56 "TOTAL:60,97%"
"MÁRCIA MAIA" "SERRA DE SÃO BENTO" 317 4191 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.56 "TOTAL:70,63%"
"LUIZ GOMES" "SERRA CAIADA" 463 6116 "SUPLENTE" "DEPUTADO ESTADUAL" 7.57 "TOTAL:73,98%"
"CARLSON GOMES" "VERA CRUZ" 570 7495 "SUPLENTE" "DEPUTADO ESTADUAL" 7.61 "TOTAL:60,62%"
"ODON JR" "CAMPO GRANDE" 495 6506 "SUPLENTE" "DEPUTADO ESTADUAL" 7.61 "TOTAL:50,52%"
"DRA ZENAIDE MAIA" "PUREZA" 443 5810 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.62 "TOTAL:52,22%"
"EZEQUIEL FERREIRA" "JUCURUTU" 938 12294 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.63 "TOTAL:78,52%"
"ROGERIO MARINHO" "SÃO VICENTE" 316 4134 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.64 "TOTAL:65,6%"
"CRISTIANE DANTAS" "SÃO PEDRO" 390 5069 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.69 "TOTAL:54,79%"
"JUBENICK" "PUREZA" 447 5810 "SUPLENTE" "DEPUTADO ESTADUAL" 7.69 "TOTAL:41,87%"
"JOÃO DE BEGUINHO" "PORTO DO MANGUE" 288 3739 "SUPLENTE" "DEPUTADO ESTADUAL" 7.7 "TOTAL:68,62%"
"LAURA HELENA" "SÃO PEDRO" 391 5069 "SUPLENTE" "DEPUTADO ESTADUAL" 7.71 "TOTAL:54,79%"
"DRA ZENAIDE MAIA" "SERRA DO MEL" 576 7457 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.72 "TOTAL:58,26%"
"VIVALDO COSTA" "JARDIM DO SERIDÓ" 680 8783 "SUPLENTE" "DEPUTADO ESTADUAL" 7.74 "TOTAL:75,4%"
"WALTER ALVES" "TIBAU DO SUL" 646 8343 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.74 "TOTAL:66,95%"
"ADRIANO GADELHA" "PENDÊNCIAS" 669 8617 "SUPLENTE" "DEPUTADO FEDERAL" 7.76 "TOTAL:61,41%"
"FELIPE MAIA" "SÃO VICENTE" 322 4134 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.79 "TOTAL:65,6%"
"RAFAEL MOTTA" "CARNAÚBA DOS DANTAS" 389 4978 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.81 "TOTAL:58,86%"
"KELPS LIMA" "PEDRO AVELINO" 404 5163 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.82 "TOTAL:74,43%"
"BETINHO ROSADO SEGUNDO" "DOUTOR SEVERIANO" 330 4216 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.83 "TOTAL:71,54%"
"GEORGE SOARES" "CARNAUBAIS" 539 6878 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.84 "TOTAL:60,29%"
"FABIO FARIA" "NÍSIA FLORESTA" 1199 15221 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.88 "TOTAL:51,41%"
"KELPS LIMA" "AFONSO BEZERRA" 577 7322 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.88 "TOTAL:55,53%"
"ABRAÃO LINCOLN" "CRUZETA" 458 5797 "SUPLENTE" "DEPUTADO FEDERAL" 7.9 "TOTAL:78,16%"
"JOSE ADECIO" "IPANGUAÇU" 792 10007 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 7.91 "TOTAL:56,76%"
"FELIPE MAIA" "GALINHOS" 146 1840 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.93 "TOTAL:70,86%"
"FABIO FARIA" "JAPI" 342 4305 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.94 "TOTAL:75,07%"
"FELIPE MAIA" "MACAU" 1419 17858 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.95 "TOTAL:56,37%"
"EZEQUIEL FERREIRA" "FERNANDO PEDROZA" 206 2584 "ELEITO POR QP" "DEPUTADO ESTADUAL" 7.97 "TOTAL:52,52%"
"LEONARDO NOGUEIRA" "FRUTUOSO GOMES" 253 3169 "SUPLENTE" "DEPUTADO ESTADUAL" 7.98 "TOTAL:70,75%"
"WALTER ALVES" "TOUROS" 1515 18962 "ELEITO POR QP" "DEPUTADO FEDERAL" 7.99 "TOTAL:58,3%"
"GALENO" "PATU" 584 7303 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8 "TOTAL:56,13%"
"FAFA ROSADO" "PORTO DO MANGUE" 300 3739 "SUPLENTE" "DEPUTADO FEDERAL" 8.02 "TOTAL:68,27%"
"GUSTAVO CARVALHO" "LUÍS GOMES" 466 5795 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.04 "TOTAL:80,3%"
"CRISTIANE DANTAS" "BREJINHO" 582 7229 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.05 "TOTAL:54,69%"
"DRA ZENAIDE MAIA" "SÍTIO NOVO" 322 4002 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.05 "TOTAL:70,96%"
"JOSÉ DIAS" "PASSAGEM" 255 3158 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.07 "TOTAL:74,35%"
"ROGERIO MARINHO" "CEARÁ-MIRIM" 3383 41899 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.07 "TOTAL:57,66%"
"BETINHO ROSADO SEGUNDO" "UMARIZAL" 567 7004 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.1 "TOTAL:64,78%"
"SAVIO" "CAMPO REDONDO" 523 6457 "SUPLENTE" "DEPUTADO FEDERAL" 8.1 "TOTAL:66,64%"
"WALTER ALVES" "IPUEIRA" 130 1603 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.11 "TOTAL:81,47%"
"ADRIANO GADELHA" "LAJES PINTADAS" 323 3973 "SUPLENTE" "DEPUTADO FEDERAL" 8.13 "TOTAL:67,51%"
"HERMANO MORAIS" "PUREZA" 473 5810 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.14 "TOTAL:41,87%"
"SAVIO" "TAIPU" 675 8288 "SUPLENTE" "DEPUTADO FEDERAL" 8.14 "TOTAL:67,32%"
"KELPS LIMA" "GOIANINHA" 1266 15528 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.15 "TOTAL:78,1%"
"WALTER ALVES" "GALINHOS" 150 1840 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.15 "TOTAL:70,86%"
"CRISTIANE DANTAS" "ALEXANDRIA" 683 8375 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.16 "TOTAL:73,54%"
"HERMANO MORAIS" "LAJES PINTADAS" 325 3973 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.18 "TOTAL:67,38%"
"RICARDO MOTTA" "LAJES" 583 7110 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.2 "TOTAL:46,62%"
"NELTER QUEIROZ" "ASSÚ" 2869 34890 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.22 "TOTAL:68,62%"
"FLORIANO FELINTO" "VILA FLOR" 173 2101 "SUPLENTE" "DEPUTADO ESTADUAL" 8.23 "TOTAL:71,96%"
"GETULIO REGO" "MARTINS" 438 5325 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.23 "TOTAL:59,81%"
"RAFAEL MOTTA" "SÃO JOSÉ DO SERIDÓ" 288 3500 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.23 "TOTAL:70,02%"
"KELPS LIMA" "SANTA MARIA" 302 3664 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.24 "TOTAL:61,03%"
"JOSÉ DIAS" "SANTO ANTÔNIO" 1160 14066 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.25 "TOTAL:59,16%"
"FABIO FARIA" "BREJINHO" 597 7229 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.26 "TOTAL:65,32%"
"GEORGE SOARES" "MAXARANGUAPE" 608 7361 "ELEITO POR QP" "DEPUTADO ESTADUAL" 8.26 "TOTAL:58,23%"
"RAFAEL MOTTA" "BARCELONA" 289 3495 "ELEITO POR QP" "DEPUTADO FEDERAL" 8.27 "TOTAL:72,39%"
"ABRAÃO LINCOLN" "FLORÂNIA" 545 6584 "SUPLENTE" "DEPUTADO FEDERAL" 8.28 "TOTAL:59,81%"
